"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"R3WFCNWG","document","2016","Ullauri-Llore, Elisa; Debade, Nicolas; Doduik, Nicolas; Girel, Sylvia","Médiation Culturelle, définition et mise en perspective d'un concept fondamental aux mondes de l'art","","","","","https://hal.science/hal-01997150","L’expression « médiation culturelle » est aujourd’hui utilisée comme allant de soi et comme désignant des activités et un domaine bien identifiés, à tout le moins pour les mondes de l’art et de la culture, au regard des disciplines qui s’y intéressent et dans les formations au service de l’art. Force est de constater au fil des articles, ouvrages et colloques consultés que la diversité et parfois la divergence des points de vue exposés amènent à une vision contrastée rendant la définition de la médiation culturelle malaisée. Trop précise, elle exclut des formes de médiation informelles, ponctuelles, actuelles ; trop élargie, elle se confond et se superpose à d’autres domaines (celui de l’animation, de l’action culturelle, de la sensibilisation, de l’éducation artistique et culturelle, etc.).","2016-09","2025-04-06 15:07:29","2025-04-06 15:07:29","2025-04-06 15:07:13","","","","","","","","","","","","","","","","","","","HAL Archives Ouvertes","","","","false","https://hal.science/hal-01997150/document","","Médiation; Médiation culturelle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
